HUMAN,Monday A BHS,Monday A Red,Monday A Blue,Tuesday A BHS,Tuesday  A Red,Tuesday A Blue,Wednesday A BHS,Wednesday A Red,Wednesday A Blue,Thursday A BHS,Thursday A Red,Thursday A Blue,Friday A BHS,Friday A Red,Friday A Blue,Monday B BHS,Monday B Red,Monday B Blue,Tuesday B BHS,Tuesday B Red,Tuesday B Blue,Wednesday B BHS,Wednesday B Red,Wednesday B Blue,Thursday B BHS,Thursday B Red,Thursday B Blue,Friday B  BHS,Friday B Red,Friday B Blue
2:13 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:14 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:15 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:16 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:17 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:18 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:19 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:20 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:21 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:22 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:23 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:24 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:25 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:26 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:27 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:28 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:29 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:30 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:31 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:32 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:33 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:34 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:35 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:36 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:37 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:38 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:39 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:40 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,F3,,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,,E7,
2:41 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,F3,,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,,E7,
2:42 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,F3,,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,,E7,
2:43 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,F3,,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,,E7,
2:44 PM,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,F3,,G5,G5,G5,,F5,,G6,G6,G6,G7,G7,G7,,E7,
2:45 PM,G1,G1,G1,,G2,,,G3,,,,,,F3,,G5,G5,G5,,F5,,,G6,,G7,G7,G7,,E7,
2:46 PM,G1,G1,G1,,G2,,,G3,,,,,,F3,,G5,G5,G5,,F5,,,G6,,G7,G7,G7,,E7,
2:47 PM,G1,G1,G1,,G2,,,G3,,,,,,F3,,G5,G5,G5,,F5,,,G6,,G7,G7,G7,,E7,
2:48 PM,G1,G1,G1,,G2,,,G3,,,,,,F3,,G5,G5,G5,,F5,,,G6,,G7,G7,G7,,E7,
2:49 PM,G1,G1,G1,,G2,,,G3,,,,,,F3,,G5,G5,G5,,F5,,,G6,,G7,G7,G7,,E7,
2:50 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,G7,,,E7,
2:51 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,G7,,,E7,
2:52 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,G7,,,E7,
2:53 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,G7,,,E7,
2:54 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,G7,,,E7,
2:55 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,,,,E7,
2:56 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,,,,E7,
2:57 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,,,,E7,
2:58 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,,,,E7,
2:59 PM,,G1,,,,,,G3,,,,,,F3,,,G5,,,,,,G6,,,,,,E7,
3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
